track,type,shortcut,player,system_played,date,time_period,time,record_duration,position,total,year,records,nation
D.K.'s Jungle Parkway,Single Lap,No,VAJ,PAL,2013-01-28,42.55S,42.55,12,7,112,2011,7.0,Netherlands
D.K.'s Jungle Parkway,Single Lap,No,VAJ,PAL,2013-01-28,42.55S,42.55,12,7,112,2012,24.0,Netherlands
D.K.'s Jungle Parkway,Single Lap,No,VAJ,PAL,2013-01-28,42.55S,42.55,12,7,112,2013,12.0,Netherlands
D.K.'s Jungle Parkway,Single Lap,No,VAJ,PAL,2013-01-28,42.55S,42.55,12,7,112,2014,5.0,Netherlands
D.K.'s Jungle Parkway,Single Lap,No,VAJ,PAL,2013-01-28,42.55S,42.55,12,7,112,2015,3.0,Netherlands
D.K.'s Jungle Parkway,Single Lap,No,VAJ,PAL,2013-01-28,42.55S,42.55,12,7,112,2016,2.0,Netherlands
D.K.'s Jungle Parkway,Single Lap,No,VAJ,PAL,2013-01-28,42.55S,42.55,12,7,112,2017,1.0,Netherlands
D.K.'s Jungle Parkway,Single Lap,No,VAJ,PAL,2013-01-28,42.55S,42.55,12,7,112,2018,2.0,Netherlands
D.K.'s Jungle Parkway,Single Lap,No,VAJ,PAL,2013-01-28,42.55S,42.55,12,7,112,2020,20.0,Netherlands
D.K.'s Jungle Parkway,Single Lap,No,VAJ,PAL,2013-01-28,42.55S,42.55,12,7,112,2021,9.0,Netherlands
D.K.'s Jungle Parkway,Single Lap,No,VAJ,PAL,2015-09-18,42.28S,42.28,33,7,112,2006,4.0,Netherlands
D.K.'s Jungle Parkway,Single Lap,No,VAJ,PAL,2015-09-18,42.28S,42.28,33,7,112,2007,9.0,Netherlands
D.K.'s Jungle Parkway,Single Lap,No,VAJ,PAL,2015-09-18,42.28S,42.28,33,7,112,2008,3.0,Netherlands
D.K.'s Jungle Parkway,Single Lap,No,VAJ,PAL,2015-09-18,42.28S,42.28,33,7,112,2009,5.0,Netherlands
D.K.'s Jungle Parkway,Single Lap,No,VAJ,PAL,2015-09-18,42.28S,42.28,33,7,112,2010,6.0,Netherlands
D.K.'s Jungle Parkway,Single Lap,No,VAJ,PAL,2015-09-18,42.28S,42.28,33,7,112,2011,7.0,Netherlands
D.K.'s Jungle Parkway,Single Lap,No,VAJ,PAL,2015-09-18,42.28S,42.28,33,7,112,2012,24.0,Netherlands
D.K.'s Jungle Parkway,Single Lap,No,VAJ,PAL,2015-09-18,42.28S,42.28,33,7,112,2013,12.0,Netherlands
D.K.'s Jungle Parkway,Single Lap,No,VAJ,PAL,2015-09-18,42.28S,42.28,33,7,112,2014,5.0,Netherlands
D.K.'s Jungle Parkway,Single Lap,No,VAJ,PAL,2015-09-18,42.28S,42.28,33,7,112,2015,3.0,Netherlands
D.K.'s Jungle Parkway,Single Lap,No,VAJ,PAL,2015-09-18,42.28S,42.28,33,7,112,2016,2.0,Netherlands
D.K.'s Jungle Parkway,Single Lap,No,VAJ,PAL,2015-09-18,42.28S,42.28,33,7,112,2017,1.0,Netherlands
D.K.'s Jungle Parkway,Single Lap,No,VAJ,PAL,2015-09-18,42.28S,42.28,33,7,112,2018,2.0,Netherlands
D.K.'s Jungle Parkway,Single Lap,No,VAJ,PAL,2015-09-18,42.28S,42.28,33,7,112,2020,20.0,Netherlands
D.K.'s Jungle Parkway,Single Lap,No,VAJ,PAL,2015-09-18,42.28S,42.28,33,7,112,2021,9.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2007-05-13,25.16S,25.16,24,7,112,2006,4.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2007-05-13,25.16S,25.16,24,7,112,2007,9.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2007-05-13,25.16S,25.16,24,7,112,2008,3.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2007-05-13,25.16S,25.16,24,7,112,2009,5.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2007-05-13,25.16S,25.16,24,7,112,2010,6.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2007-05-13,25.16S,25.16,24,7,112,2011,7.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2007-05-13,25.16S,25.16,24,7,112,2012,24.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2007-05-13,25.16S,25.16,24,7,112,2013,12.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2007-05-13,25.16S,25.16,24,7,112,2014,5.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2007-05-13,25.16S,25.16,24,7,112,2015,3.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2007-05-13,25.16S,25.16,24,7,112,2016,2.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2007-05-13,25.16S,25.16,24,7,112,2017,1.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2007-05-13,25.16S,25.16,24,7,112,2018,2.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2007-05-13,25.16S,25.16,24,7,112,2020,20.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2007-05-13,25.16S,25.16,24,7,112,2021,9.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2007-10-19,24.72S,24.72,0,7,112,2006,4.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2007-10-19,24.72S,24.72,0,7,112,2007,9.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2007-10-19,24.72S,24.72,0,7,112,2008,3.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2007-10-19,24.72S,24.72,0,7,112,2009,5.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2007-10-19,24.72S,24.72,0,7,112,2010,6.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2007-10-19,24.72S,24.72,0,7,112,2011,7.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2007-10-19,24.72S,24.72,0,7,112,2012,24.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2007-10-19,24.72S,24.72,0,7,112,2013,12.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2007-10-19,24.72S,24.72,0,7,112,2014,5.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2007-10-19,24.72S,24.72,0,7,112,2015,3.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2007-10-19,24.72S,24.72,0,7,112,2016,2.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2007-10-19,24.72S,24.72,0,7,112,2017,1.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2007-10-19,24.72S,24.72,0,7,112,2018,2.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2007-10-19,24.72S,24.72,0,7,112,2020,20.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2007-10-19,24.72S,24.72,0,7,112,2021,9.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2007-10-19,24.4S,24.4,174,7,112,2006,4.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2007-10-19,24.4S,24.4,174,7,112,2007,9.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2007-10-19,24.4S,24.4,174,7,112,2008,3.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2007-10-19,24.4S,24.4,174,7,112,2009,5.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2007-10-19,24.4S,24.4,174,7,112,2010,6.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2007-10-19,24.4S,24.4,174,7,112,2011,7.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2007-10-19,24.4S,24.4,174,7,112,2012,24.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2007-10-19,24.4S,24.4,174,7,112,2013,12.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2007-10-19,24.4S,24.4,174,7,112,2014,5.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2007-10-19,24.4S,24.4,174,7,112,2015,3.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2007-10-19,24.4S,24.4,174,7,112,2016,2.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2007-10-19,24.4S,24.4,174,7,112,2017,1.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2007-10-19,24.4S,24.4,174,7,112,2018,2.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2007-10-19,24.4S,24.4,174,7,112,2020,20.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2007-10-19,24.4S,24.4,174,7,112,2021,9.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2009-08-04,23.85S,23.85,643,7,112,2006,4.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2009-08-04,23.85S,23.85,643,7,112,2007,9.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2009-08-04,23.85S,23.85,643,7,112,2008,3.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2009-08-04,23.85S,23.85,643,7,112,2009,5.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2009-08-04,23.85S,23.85,643,7,112,2010,6.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2009-08-04,23.85S,23.85,643,7,112,2011,7.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2009-08-04,23.85S,23.85,643,7,112,2012,24.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2009-08-04,23.85S,23.85,643,7,112,2013,12.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2009-08-04,23.85S,23.85,643,7,112,2014,5.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2009-08-04,23.85S,23.85,643,7,112,2015,3.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2009-08-04,23.85S,23.85,643,7,112,2016,2.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2009-08-04,23.85S,23.85,643,7,112,2017,1.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2009-08-04,23.85S,23.85,643,7,112,2018,2.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2009-08-04,23.85S,23.85,643,7,112,2020,20.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2009-08-04,23.85S,23.85,643,7,112,2021,9.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2011-05-09,23.54S,23.54,121,7,112,2006,4.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2011-05-09,23.54S,23.54,121,7,112,2007,9.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2011-05-09,23.54S,23.54,121,7,112,2008,3.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2011-05-09,23.54S,23.54,121,7,112,2009,5.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2011-05-09,23.54S,23.54,121,7,112,2010,6.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2011-05-09,23.54S,23.54,121,7,112,2011,7.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2011-05-09,23.54S,23.54,121,7,112,2012,24.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2011-05-09,23.54S,23.54,121,7,112,2013,12.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2011-05-09,23.54S,23.54,121,7,112,2014,5.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2011-05-09,23.54S,23.54,121,7,112,2015,3.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2011-05-09,23.54S,23.54,121,7,112,2016,2.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2011-05-09,23.54S,23.54,121,7,112,2017,1.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2011-05-09,23.54S,23.54,121,7,112,2018,2.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2011-05-09,23.54S,23.54,121,7,112,2020,20.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2011-05-09,23.54S,23.54,121,7,112,2021,9.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2011-09-07,23.29S,23.29,132,7,112,2006,4.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2011-09-07,23.29S,23.29,132,7,112,2007,9.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2011-09-07,23.29S,23.29,132,7,112,2008,3.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2011-09-07,23.29S,23.29,132,7,112,2009,5.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2011-09-07,23.29S,23.29,132,7,112,2010,6.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2011-09-07,23.29S,23.29,132,7,112,2011,7.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2011-09-07,23.29S,23.29,132,7,112,2012,24.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2011-09-07,23.29S,23.29,132,7,112,2013,12.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2011-09-07,23.29S,23.29,132,7,112,2014,5.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2011-09-07,23.29S,23.29,132,7,112,2015,3.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2011-09-07,23.29S,23.29,132,7,112,2016,2.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2011-09-07,23.29S,23.29,132,7,112,2017,1.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2011-09-07,23.29S,23.29,132,7,112,2018,2.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2011-09-07,23.29S,23.29,132,7,112,2020,20.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2011-09-07,23.29S,23.29,132,7,112,2021,9.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2012-01-17,22.92S,22.92,167,7,112,2006,4.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2012-01-17,22.92S,22.92,167,7,112,2007,9.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2012-01-17,22.92S,22.92,167,7,112,2008,3.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2012-01-17,22.92S,22.92,167,7,112,2009,5.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2012-01-17,22.92S,22.92,167,7,112,2010,6.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2012-01-17,22.92S,22.92,167,7,112,2011,7.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2012-01-17,22.92S,22.92,167,7,112,2012,24.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2012-01-17,22.92S,22.92,167,7,112,2013,12.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2012-01-17,22.92S,22.92,167,7,112,2014,5.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2012-01-17,22.92S,22.92,167,7,112,2015,3.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2012-01-17,22.92S,22.92,167,7,112,2016,2.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2012-01-17,22.92S,22.92,167,7,112,2017,1.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2012-01-17,22.92S,22.92,167,7,112,2018,2.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2012-01-17,22.92S,22.92,167,7,112,2020,20.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2012-01-17,22.92S,22.92,167,7,112,2021,9.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2012-07-02,22.62S,22.62,379,7,112,2006,4.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2012-07-02,22.62S,22.62,379,7,112,2007,9.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2012-07-02,22.62S,22.62,379,7,112,2008,3.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2012-07-02,22.62S,22.62,379,7,112,2009,5.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2012-07-02,22.62S,22.62,379,7,112,2010,6.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2012-07-02,22.62S,22.62,379,7,112,2011,7.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2012-07-02,22.62S,22.62,379,7,112,2012,24.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2012-07-02,22.62S,22.62,379,7,112,2013,12.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2012-07-02,22.62S,22.62,379,7,112,2014,5.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2012-07-02,22.62S,22.62,379,7,112,2015,3.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2012-07-02,22.62S,22.62,379,7,112,2016,2.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2012-07-02,22.62S,22.62,379,7,112,2017,1.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2012-07-02,22.62S,22.62,379,7,112,2018,2.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2012-07-02,22.62S,22.62,379,7,112,2020,20.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2012-07-02,22.62S,22.62,379,7,112,2021,9.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2013-07-16,22.53S,22.53,2197,7,112,2006,4.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2013-07-16,22.53S,22.53,2197,7,112,2007,9.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2013-07-16,22.53S,22.53,2197,7,112,2008,3.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2013-07-16,22.53S,22.53,2197,7,112,2009,5.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2013-07-16,22.53S,22.53,2197,7,112,2010,6.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2013-07-16,22.53S,22.53,2197,7,112,2011,7.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2013-07-16,22.53S,22.53,2197,7,112,2012,24.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2013-07-16,22.53S,22.53,2197,7,112,2013,12.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2013-07-16,22.53S,22.53,2197,7,112,2014,5.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2013-07-16,22.53S,22.53,2197,7,112,2015,3.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2013-07-16,22.53S,22.53,2197,7,112,2016,2.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2013-07-16,22.53S,22.53,2197,7,112,2017,1.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2013-07-16,22.53S,22.53,2197,7,112,2018,2.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2013-07-16,22.53S,22.53,2197,7,112,2020,20.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2013-07-16,22.53S,22.53,2197,7,112,2021,9.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2020-01-23,21.77S,21.77,12,7,112,2006,4.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2020-01-23,21.77S,21.77,12,7,112,2007,9.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2020-01-23,21.77S,21.77,12,7,112,2008,3.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2020-01-23,21.77S,21.77,12,7,112,2009,5.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2020-01-23,21.77S,21.77,12,7,112,2010,6.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2020-01-23,21.77S,21.77,12,7,112,2011,7.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2020-01-23,21.77S,21.77,12,7,112,2012,24.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2020-01-23,21.77S,21.77,12,7,112,2013,12.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2020-01-23,21.77S,21.77,12,7,112,2014,5.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2020-01-23,21.77S,21.77,12,7,112,2015,3.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2020-01-23,21.77S,21.77,12,7,112,2016,2.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2020-01-23,21.77S,21.77,12,7,112,2017,1.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2020-01-23,21.77S,21.77,12,7,112,2018,2.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2020-01-23,21.77S,21.77,12,7,112,2020,20.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2020-01-23,21.77S,21.77,12,7,112,2021,9.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2020-02-20,21.45S,21.45,5,7,112,2006,4.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2020-02-20,21.45S,21.45,5,7,112,2007,9.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2020-02-20,21.45S,21.45,5,7,112,2008,3.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2020-02-20,21.45S,21.45,5,7,112,2009,5.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2020-02-20,21.45S,21.45,5,7,112,2010,6.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2020-02-20,21.45S,21.45,5,7,112,2011,7.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2020-02-20,21.45S,21.45,5,7,112,2012,24.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2020-02-20,21.45S,21.45,5,7,112,2013,12.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2020-02-20,21.45S,21.45,5,7,112,2014,5.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2020-02-20,21.45S,21.45,5,7,112,2015,3.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2020-02-20,21.45S,21.45,5,7,112,2016,2.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2020-02-20,21.45S,21.45,5,7,112,2017,1.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2020-02-20,21.45S,21.45,5,7,112,2018,2.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2020-02-20,21.45S,21.45,5,7,112,2020,20.0,Netherlands
D.K.'s Jungle Parkway,Three Lap,Yes,VAJ,PAL,2020-02-20,21.45S,21.45,5,7,112,2021,9.0,Netherlands
D.K.'s Jungle Parkway,Single Lap,Yes,VAJ,PAL,2012-08-20,42.57S,42.57,161,7,112,2006,4.0,Netherlands
D.K.'s Jungle Parkway,Single Lap,Yes,VAJ,PAL,2012-08-20,42.57S,42.57,161,7,112,2007,9.0,Netherlands
D.K.'s Jungle Parkway,Single Lap,Yes,VAJ,PAL,2012-08-20,42.57S,42.57,161,7,112,2008,3.0,Netherlands
D.K.'s Jungle Parkway,Single Lap,Yes,VAJ,PAL,2012-08-20,42.57S,42.57,161,7,112,2009,5.0,Netherlands
D.K.'s Jungle Parkway,Single Lap,Yes,VAJ,PAL,2012-08-20,42.57S,42.57,161,7,112,2010,6.0,Netherlands
D.K.'s Jungle Parkway,Single Lap,Yes,VAJ,PAL,2012-08-20,42.57S,42.57,161,7,112,2011,7.0,Netherlands
D.K.'s Jungle Parkway,Single Lap,Yes,VAJ,PAL,2012-08-20,42.57S,42.57,161,7,112,2012,24.0,Netherlands
D.K.'s Jungle Parkway,Single Lap,Yes,VAJ,PAL,2012-08-20,42.57S,42.57,161,7,112,2013,12.0,Netherlands
D.K.'s Jungle Parkway,Single Lap,Yes,VAJ,PAL,2012-08-20,42.57S,42.57,161,7,112,2014,5.0,Netherlands
D.K.'s Jungle Parkway,Single Lap,Yes,VAJ,PAL,2012-08-20,42.57S,42.57,161,7,112,2015,3.0,Netherlands
D.K.'s Jungle Parkway,Single Lap,Yes,VAJ,PAL,2012-08-20,42.57S,42.57,161,7,112,2016,2.0,Netherlands
D.K.'s Jungle Parkway,Single Lap,Yes,VAJ,PAL,2012-08-20,42.57S,42.57,161,7,112,2017,1.0,Netherlands
